1|1|1|A1|1|37.361013|-120.428048|2
2|1|1|A2|1|37.361013|-120.428123|2
3|1|1|A3|1|37.361013|-120.428198|2
4|1|1|A4|1|37.361013|-120.428273|2
5|1|1|A5|1|37.361013|-120.428348|2
6|1|1|A6|1|37.361013|-120.428423|2
7|1|1|A7|1|37.361013|-120.428498|2
8|1|1|A8|1|37.361013|-120.428573|2
9|1|1|A9|1|37.361013|-120.428648|2
10|1|1|A10|1|37.361013|-120.428723|2
11|1|1|A11|1|37.360899|-120.428048|2
12|1|1|A12|1|37.360899|-120.428123|2
13|1|1|A13|1|37.360899|-120.428198|2
14|1|1|A14|1|37.360899|-120.428273|2
15|1|0|A15|1|37.360899|-120.428348|2
16|1|0|A16|1|37.360899|-120.428423|2
17|1|0|A17|1|37.360899|-120.428498|2
18|1|0|A18|1|37.360899|-120.428573|2
19|1|0|A19|1|37.360899|-120.428648|2
20|1|0|A20|1|37.360899|-120.428723|2
21|1|0|A21|1|37.360785|-120.428048|2
22|1|0|A22|1|37.360785|-120.428123|2
23|1|0|A23|1|37.360785|-120.428198|2
24|1|0|A24|1|37.360785|-120.428273|2
25|1|0|A25|1|37.360785|-120.428348|2
26|1|0|A26|1|37.360785|-120.428423|2
27|1|0|A27|1|37.360785|-120.428498|2
28|1|0|A28|1|37.360785|-120.428573|2
29|1|0|A29|1|37.360785|-120.428648|2
30|1|0|A30|1|37.360785|-120.428723|2
31|1|0|A31|1|37.360671|-120.428048|2
32|1|0|A32|1|37.360671|-120.428123|2
33|1|0|A33|1|37.360671|-120.428198|2
34|1|0|A34|1|37.360671|-120.428273|2
35|1|0|A35|1|37.360671|-120.428348|2
36|1|0|A36|1|37.360671|-120.428423|2
37|1|0|A37|1|37.360671|-120.428498|2
38|1|0|A38|1|37.360671|-120.428573|2
39|1|0|A39|1|37.360671|-120.428648|2
40|1|0|A40|1|37.360671|-120.428723|2
41|1|0|A41|1|37.360557|-120.428048|2
42|1|0|A42|1|37.360557|-120.428123|2
43|1|0|A43|1|37.360557|-120.428198|2
44|1|0|A44|1|37.360557|-120.428273|2
45|1|0|A45|1|37.360557|-120.428348|2
46|1|0|A46|1|37.360557|-120.428423|2
47|1|0|A47|1|37.360557|-120.428498|2
48|1|0|A48|1|37.360557|-120.428573|2
49|1|0|A49|1|37.360557|-120.428648|2
50|1|0|A50|1|37.360557|-120.428723|2
51|1|0|A51|1|37.360443|-120.428048|2
52|1|0|A52|1|37.360443|-120.428123|2
53|1|0|A53|1|37.360443|-120.428198|2
54|1|0|A54|1|37.360443|-120.428273|2
55|1|0|A55|1|37.360443|-120.428348|2
56|1|0|A56|1|37.360443|-120.428423|2
57|1|0|A57|1|37.360443|-120.428498|2
58|1|0|A58|1|37.360443|-120.428573|2
59|1|0|A59|1|37.360443|-120.428648|2
60|1|0|A60|1|37.360443|-120.428723|2
61|1|0|A61|1|37.360329|-120.428048|2
62|1|0|A62|1|37.360329|-120.428123|2
63|1|0|A63|1|37.360329|-120.428198|2
64|1|0|A64|1|37.360329|-120.428273|2
65|1|0|A65|1|37.360329|-120.428348|2
66|1|0|A66|1|37.360329|-120.428423|2
67|1|0|A67|1|37.360329|-120.428498|2
68|1|0|A68|1|37.360329|-120.428573|2
69|1|0|A69|1|37.360329|-120.428648|2
70|1|0|A70|1|37.360329|-120.428723|2
71|1|0|A71|1|37.360215|-120.428048|2
72|1|0|A72|1|37.360215|-120.428123|2
73|1|0|A73|1|37.360215|-120.428198|2
74|1|0|A74|1|37.360215|-120.428273|2
75|1|0|A75|1|37.360215|-120.428348|2
76|1|0|A76|1|37.360215|-120.428423|2
77|1|0|A77|1|37.360215|-120.428498|2
78|1|0|A78|1|37.360215|-120.428573|2
79|1|0|A79|1|37.360215|-120.428648|2
80|1|0|A80|1|37.360215|-120.428723|2
81|2|1|B1|1|37.360987|-120.429668|2
82|2|1|B2|1|37.360987|-120.429743|2
83|2|0|B3|1|37.360987|-120.429818|2
84|2|0|B4|1|37.360987|-120.429893|2
85|2|0|B5|1|37.360987|-120.429968|2
86|2|0|B6|1|37.360759|-120.429682|2
87|2|0|B7|1|37.360759|-120.429757|2
88|2|0|B8|1|37.360759|-120.429832|2
89|2|0|B9|1|37.360759|-120.429907|2
90|2|0|B10|1|37.360759|-120.429982|2
91|2|0|B11|1|37.360531|-120.429696|2
92|2|0|B12|1|37.360531|-120.429771|2
93|2|0|B13|1|37.360531|-120.429846|2
94|2|0|B14|1|37.360531|-120.429921|2
95|2|0|B15|1|37.360531|-120.429996|2
96|2|0|B16|1|37.360303|-120.429710|2
97|2|0|B17|1|37.360303|-120.429785|2
98|2|0|B18|1|37.360303|-120.429860|2
99|2|0|B19|1|37.360303|-120.429935|2
100|2|0|B20|1|37.360303|-120.430010|2
101|2|0|C1|1|37.360878|-120.430872|2
102|2|0|C2|1|37.360878|-120.430647|2
103|2|0|C3|1|37.360878|-120.430722|2
104|2|0|C4|1|37.360878|-120.430797|2
105|2|0|C5|1|37.360878|-120.430872|2
106|2|0|C6|1|37.360650|-120.430586|2
107|2|0|C7|1|37.360650|-120.430661|2
108|2|0|C8|1|37.360650|-120.430736|2
109|2|0|C9|1|37.360650|-120.430811|2
110|2|0|C10|1|37.360650|-120.430886|2
111|2|0|C11|1|37.360422|-120.430600|2
112|2|0|C12|1|37.360422|-120.430675|2
113|2|0|C13|1|37.360422|-120.430750|2
